journal,year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,osf_exploratory,articles,rDataShared,rPreprint,rDataRequest,rCodeShared,rCodeRequest,rPreReg,rOSF
Comput Biol Med,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comput Human Behav,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comput Intell Neurosci,2017,0,2,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comput Intell Neurosci,2018,0,16,5,0,7,0,0,0,35,0.0,0.14,0.0,0.2,0.0,0.0,0.0
Comput Methods Biomech Biomed Eng Imaging Vis,2016,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comput Methods Biomech Biomed Engin,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comput Methods Programs Biomed,2018,0,1,1,0,1,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Comput Psychiatr,2017,0,3,3,0,1,0,0,0,5,0.0,0.6,0.0,0.2,0.0,0.0,0.0
Comput Struct Biotechnol J,2017,1,1,0,0,1,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Comput Struct Biotechnol J,2018,0,2,3,0,3,0,0,0,5,0.0,0.6,0.0,0.6,0.0,0.0,0.0
Conscious Cogn,2014,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conserv Biol,2017,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Couple Family Psychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cult Med Psychiatry,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cultur Divers Ethnic Minor Psychol,2017,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Behav Neurosci Rep,2017,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Behav Neurosci Rep,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Biol,2018,4,13,3,1,10,0,0,0,25,0.16,0.12,0.04,0.4,0.0,0.0,0.0
Curr Dir Psychol Sci,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Microbiol,2017,2,1,0,0,0,0,0,0,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Curr Microbiol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Mol Biol Rep,2017,1,0,0,0,0,0,0,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Curr Neurol Neurosci Rep,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Neurol Neurosci Rep,2018,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Neuropharmacol,2017,1,0,0,0,0,0,0,0,13,0.08,0.0,0.0,0.0,0.0,0.0,0.0
Curr Neuropharmacol,2018,0,1,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Neurovasc Res,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Biomed Eng,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Cell Biol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Microbiol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Neurobiol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Neurol,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Neurol,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Neurol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Psychiatry,2013,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Psychiatry,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Psychiatry,2015,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Psychiatry,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Opin Struct Biol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Pathobiol Rep,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Psychiatry Rep,2017,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Psychiatry Rev,2017,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Psychol,2016,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Treat Options Neurol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curr Treat Options Psychiatry,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyberpsychol Behav Soc Netw,2018,0,0,1,0,0,0,0,0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0
DNA Cell Biol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dement Geriatr Cogn Dis Extra,2017,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dement Geriatr Cogn Dis Extra,2018,0,4,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dement Geriatr Cogn Disord,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dement Geriatr Cogn Disord,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dement Neuropsychol,2017,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dement Neuropsychol,2018,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dev Biol,2018,0,0,1,0,1,0,0,0,3,0.0,0.33,0.0,0.33,0.0,0.0,0.0
Dev Cogn Neurosci,2018,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dev Med Child Neurol,2009,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dev Med Child Neurol,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dev Med Child Neurol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dev Neurobiol,2017,0,0,1,0,0,0,0,0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Dev Neurobiol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dev Neuropsychol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dev Neurorehabil,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dev Psychobiol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dev Psychol,2017,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dialogues Clin Neurosci,2017,0,0,1,0,0,0,0,0,8,0.0,0.12,0.0,0.0,0.0,0.0,0.0
Digit Biomark,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBioMedicine,2017,5,9,3,1,9,0,0,0,62,0.08,0.05,0.02,0.15,0.0,0.0,0.0
EBioMedicine,2018,3,6,1,0,3,0,0,1,64,0.05,0.02,0.0,0.05,0.0,0.0,0.02
Early Interv Psychiatry,2015,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Interv Psychiatry,2017,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecancermedicalscience,2018,1,1,0,0,0,0,0,0,36,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Environ Behav,2017,0,0,1,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Environ Microbiol,2017,4,2,2,0,3,0,0,0,8,0.5,0.25,0.0,0.38,0.0,0.0,0.0
Environ Microbiol,2018,1,1,1,0,1,0,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Epidemiol Psychiatr Sci,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epidemiol Psychiatr Sci,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epilepsy Behav,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epilepsy Behav,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epilepsy Behav Case Rep,2017,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epilepsy Behav Case Rep,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Essays Biochem,2017,0,2,1,0,2,0,0,0,15,0.0,0.07,0.0,0.13,0.0,0.0,0.0
Essays Biochem,2018,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur Arch Psychiatry Clin Neurosci,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur Arch Psychiatry Clin Neurosci,2017,0,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur Biophys J,2017,0,0,1,0,0,0,0,0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0
Eur Child Adolesc Psychiatry,2017,0,1,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Clin Microbiol Infect Dis,2017,0,1,0,0,1,0,0,0,8,0.0,0.0,0.0,0.12,0.0,0.0,0.0
Eur J Clin Microbiol Infect Dis,2018,5,2,0,1,1,0,0,0,9,0.56,0.0,0.11,0.11,0.0,0.0,0.0
Eur J Microbiol Immunol (Bp),2017,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Neurol,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Neurol,2017,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Neurosci,2016,0,2,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Neurosci,2017,2,2,2,1,1,0,0,0,7,0.29,0.29,0.14,0.14,0.0,0.0,0.0
Eur J Neurosci,2018,0,2,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Obstet Gynecol Reprod Biol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Paediatr Neurol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Psychol,2017,0,2,1,0,0,0,0,0,13,0.0,0.08,0.0,0.0,0.0,0.0,0.0
Eur J Psychother Couns,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur J Psychotraumatol,2017,0,1,0,0,1,0,0,0,7,0.0,0.0,0.0,0.14,0.0,0.0,0.0
Eur J Psychotraumatol,2018,2,5,0,0,1,0,0,0,28,0.07,0.0,0.0,0.04,0.0,0.0,0.0
Eur J Soc Psychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur Neuropsychopharmacol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur Psychiatry,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eur Psychiatry,2018,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evid Based Complement Alternat Med,2017,1,2,0,0,1,0,0,0,20,0.05,0.0,0.0,0.05,0.0,0.0,0.0
Evid Based Complement Alternat Med,2018,4,16,0,0,1,0,0,0,191,0.02,0.0,0.0,0.01,0.0,0.0,0.0
Evol Bioinform Online,2018,3,3,3,0,6,0,0,0,9,0.33,0.33,0.0,0.67,0.0,0.0,0.0
Evol Biol,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evol Hum Behav,2018,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp Biol Med (Maywood),2017,0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp Biol Med (Maywood),2018,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp Brain Res,2017,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp Brain Res,2018,0,3,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp Clin Psychopharmacol,2018,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp Neurobiol,2018,0,2,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp Neurol,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exp Neurol,2018,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Expert Opin Biol Ther,2016,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expert Opin Biol Ther,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expert Rev Neurother,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eye Brain,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEBS Open Bio,2017,3,0,0,0,0,0,0,0,17,0.18,0.0,0.0,0.0,0.0,0.0,0.0
FEBS Open Bio,2018,11,4,1,0,2,0,0,0,50,0.22,0.02,0.0,0.04,0.0,0.0,0.0
FEMS Microbiol Ecol,2015,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FEMS Microbiol Ecol,2016,1,1,0,0,0,0,0,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
FEMS Microbiol Ecol,2017,12,7,3,0,6,0,0,0,13,0.92,0.23,0.0,0.46,0.0,0.0,0.0
FEMS Microbiol Ecol,2018,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FEMS Microbiol Lett,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEMS Microbiol Lett,2017,4,3,1,0,1,0,0,0,13,0.31,0.08,0.0,0.08,0.0,0.0,0.0
FEMS Microbiol Lett,2018,2,1,1,0,1,0,0,0,3,0.67,0.33,0.0,0.33,0.0,0.0,0.0
FEMS Microbiol Rev,2015,1,0,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
FEMS Microbiol Rev,2017,2,1,0,0,1,0,0,0,12,0.17,0.0,0.0,0.08,0.0,0.0,0.0
Field Actions Sci Rep,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish Physiol Biochem,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Folia Microbiol (Praha),2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food Biophys,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free Radic Biol Med,2018,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Aging Neurosci,2018,6,33,2,0,5,0,0,0,132,0.05,0.02,0.0,0.04,0.0,0.0,0.0
Front Behav Neurosci,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Behav Neurosci,2018,1,21,5,0,1,0,0,3,81,0.01,0.06,0.0,0.01,0.0,0.0,0.04
Front Bioeng Biotechnol,2018,6,7,3,0,4,0,0,0,49,0.12,0.06,0.0,0.08,0.0,0.0,0.0
Front Biol (Beijing),2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Cardiovasc Med,2018,4,3,2,0,1,0,0,0,40,0.1,0.05,0.0,0.02,0.0,0.0,0.0
Front Cell Dev Biol,2018,3,1,4,0,2,0,0,0,47,0.06,0.09,0.0,0.04,0.0,0.0,0.0
Front Cell Infect Microbiol,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Cell Infect Microbiol,2018,46,15,7,0,9,0,0,0,138,0.33,0.05,0.0,0.07,0.0,0.0,0.0
Front Cell Neurosci,2017,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Front Cell Neurosci,2018,7,21,9,0,8,0,0,0,120,0.06,0.08,0.0,0.07,0.0,0.0,0.0
Front Chem,2018,16,9,2,0,6,0,0,0,131,0.12,0.02,0.0,0.05,0.0,0.0,0.0
Front Commun (Lausanne),2017,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Front Comput Neurosci,2017,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Front Comput Neurosci,2018,1,12,6,0,4,0,0,0,30,0.03,0.2,0.0,0.13,0.0,0.0,0.0
Front Ecol Evol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Endocrinol (Lausanne),2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Endocrinol (Lausanne),2018,20,12,4,0,1,0,0,0,199,0.1,0.02,0.0,0.01,0.0,0.0,0.0
Front Genet,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Genet,2018,62,46,13,0,14,0,0,1,149,0.42,0.09,0.0,0.09,0.0,0.0,0.01
Front Hum Neurosci,2017,0,3,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Hum Neurosci,2018,3,84,14,0,29,0,0,3,179,0.02,0.08,0.0,0.16,0.0,0.0,0.02
Front Immunol,2017,2,2,1,0,0,0,0,0,14,0.14,0.07,0.0,0.0,0.0,0.0,0.0
Front Immunol,2018,73,87,36,1,29,1,1,0,937,0.08,0.04,0.0,0.03,0.0,0.0,0.0
Front Integr Neurosci,2018,0,10,0,0,1,0,0,0,16,0.0,0.0,0.0,0.06,0.0,0.0,0.0
Front Mater,2017,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Front Mater,2018,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Med (Lausanne),2018,7,14,7,0,1,0,0,0,129,0.05,0.05,0.0,0.01,0.0,0.0,0.0
Front Microbiol,2017,3,1,0,0,0,0,0,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Front Microbiol,2018,377,189,69,0,102,0,0,0,861,0.44,0.08,0.0,0.12,0.0,0.0,0.0
Front Mol Biosci,2018,4,8,2,0,2,0,0,0,50,0.08,0.04,0.0,0.04,0.0,0.0,0.0
Front Mol Neurosci,2017,1,1,0,0,0,0,0,0,3,0.33,0.0,0.0,0.0,0.0,0.0,0.0
Front Mol Neurosci,2018,18,18,3,0,5,0,0,0,153,0.12,0.02,0.0,0.03,0.0,0.0,0.0
Front Neural Circuits,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Neural Circuits,2018,2,9,0,0,5,0,0,0,34,0.06,0.0,0.0,0.15,0.0,0.0,0.0
Front Neuroanat,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Neuroanat,2018,2,7,0,0,3,0,0,0,38,0.05,0.0,0.0,0.08,0.0,0.0,0.0
Front Neuroinform,2018,5,12,11,0,17,0,0,1,22,0.23,0.5,0.0,0.77,0.0,0.0,0.05
Front Neurol,2017,0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Neurol,2018,5,52,5,1,5,0,0,0,295,0.02,0.02,0.0,0.02,0.0,0.0,0.0
Front Neurorobot,2018,0,14,3,0,3,0,0,0,19,0.0,0.16,0.0,0.16,0.0,0.0,0.0
Front Neurosci,2017,0,0,1,0,1,0,0,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Front Neurosci,2018,17,96,31,0,40,0,2,2,284,0.06,0.11,0.0,0.14,0.0,0.01,0.01
Front Nutr,2018,1,0,1,0,0,0,0,0,33,0.03,0.03,0.0,0.0,0.0,0.0,0.0
Front Oncol,2017,0,0,1,0,0,0,1,0,5,0.0,0.2,0.0,0.0,0.0,0.2,0.0
Front Oncol,2018,6,14,4,0,4,0,0,1,131,0.05,0.03,0.0,0.03,0.0,0.0,0.01
Front Pediatr,2018,5,5,1,0,1,0,0,0,121,0.04,0.01,0.0,0.01,0.0,0.0,0.0
Front Pharmacol,2017,0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Pharmacol,2018,27,29,7,0,12,0,1,1,430,0.06,0.02,0.0,0.03,0.0,0.0,0.0
Front Physiol,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Physiol,2018,65,73,16,0,23,0,0,0,449,0.14,0.04,0.0,0.05,0.0,0.0,0.0
Front Plant Sci,2017,0,1,0,0,1,0,0,0,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Front Plant Sci,2018,177,143,38,0,48,0,0,0,590,0.3,0.06,0.0,0.08,0.0,0.0,0.0
Front Psychiatry,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Psychiatry,2018,3,31,6,0,3,0,1,0,162,0.02,0.04,0.0,0.02,0.0,0.01,0.0
Front Psychol,2017,0,3,1,0,2,0,0,0,8,0.0,0.12,0.0,0.25,0.0,0.0,0.0
Front Psychol,2018,12,153,39,1,36,0,3,16,681,0.02,0.06,0.0,0.05,0.0,0.0,0.02
Front Public Health,2017,1,0,1,0,0,0,0,0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Front Public Health,2018,6,9,6,0,1,0,0,0,125,0.05,0.05,0.0,0.01,0.0,0.0,0.0
Front Surg,2018,3,1,0,0,0,0,0,0,30,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Front Synaptic Neurosci,2018,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Syst Neurosci,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Syst Neurosci,2018,0,1,2,0,3,0,0,0,18,0.0,0.11,0.0,0.17,0.0,0.0,0.0
Front Vet Sci,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Front Vet Sci,2018,14,11,1,1,4,0,0,0,92,0.15,0.01,0.01,0.04,0.0,0.0,0.0
Front Zool,2018,4,9,2,0,3,0,0,0,18,0.22,0.11,0.0,0.17,0.0,0.0,0.0
Fungal Biol,2018,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fungal Biol Biotechnol,2018,2,0,0,0,0,0,0,0,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Fungal Genet Biol,2018,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gen Hosp Psychiatry,2011,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gen Hosp Psychiatry,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gen Hosp Psychiatry,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gen Hosp Psychiatry,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gen Hosp Psychiatry,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene Regul Syst Bio,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genes Brain Behav,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genet Mol Biol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genet Mol Biol,2018,9,7,1,0,2,0,0,0,33,0.27,0.03,0.0,0.06,0.0,0.0,0.0
Genet Test Mol Biomarkers,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genome Biol,2018,28,31,16,1,30,0,0,0,53,0.53,0.3,0.02,0.57,0.0,0.0,0.0
Genome Biol Evol,2017,14,10,6,0,11,0,0,0,21,0.67,0.29,0.0,0.52,0.0,0.0,0.0
Genome Biol Evol,2018,34,33,12,0,19,0,0,0,68,0.5,0.18,0.0,0.28,0.0,0.0,0.0
Genomics Proteomics Bioinformatics,2017,2,1,0,0,1,0,0,0,9,0.22,0.0,0.0,0.11,0.0,0.0,0.0
Geobiology,2018,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GeroScience,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gigascience,2017,15,19,6,0,15,0,0,1,24,0.62,0.25,0.0,0.62,0.0,0.0,0.04
Gigascience,2018,19,23,7,0,19,0,0,0,29,0.66,0.24,0.0,0.66,0.0,0.0,0.0
Glob Bioeth,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glob Bioeth,2018,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Glob Chang Biol,2017,1,1,0,0,0,0,0,0,3,0.33,0.0,0.0,0.0,0.0,0.0,0.0
Glob Change Biol Bioenergy,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glob Ecol Biogeogr,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glob Ecol Biogeogr,2017,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
